doi,title,year,cluster,topic_label
10.51594/estj.v5i10.1633,The use of waste Polyethylene Terephthalate (PET) plastics for wall cladding materials in Mbeya Tanzania,2024,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.1111/jan.16504,Preparing Graduate Nursing Students to Lead Nursing Green Teams: Approach and Identified Greening Opportunities and Solutions,2024,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.3390/resources13120176,Environmental Evaluation of Chemical Plastic Waste Recycling: A Life Cycle Assessment Approach,2024,7,"marine debris, metric tons, human health, u s"
10.1007/s10018-024-00428-x,The effect of Door-to-Door on separate collection of plastic packaging: evidence from Catalonia,2024,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.1002/fam.3248,Fire parameters of recycled plastic pellets,2024,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.1177/07316844241302152,Overview of the use of recycled plastic in concrete mixtures: Research and patents,2024,7,"marine debris, metric tons, human health, u s"
10.46254/eu07.20240201,Uncertain Supply of Recycled Plastic: Challenges and Mitigation Strategies for Adopting Plastic Circular Economy,2024,6,"supply chain, climate change, environmental impacts, value chain"
10.38124/ijisrt/ijisrt24nov406,Experimental Study on the Mechanical Properties of Sustainable Concrete using Recycled Plastic and Glass Waste,2024,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.1021/cen-10204-buscon4,Global plastics glut hurts Europe’s recyclers,2024,7,"marine debris, metric tons, human health, u s"
10.1016/0734-242x(83)90007-1,Source separation of plastic wastes yields and qualities from a pilot study in Norway,1983,7,"marine debris, metric tons, human health, u s"
10.1021/cen-v068n040.p005,Plastics recycling expansion planned,1990,7,"marine debris, metric tons, human health, u s"
10.1002/eet.3320030506,Plastics in municipal solid waste: The Italian system of recycling,1993,7,"marine debris, metric tons, human health, u s"
10.2533/chimia.1994.142,Fortgeschrittenenpraktika in Anorganischer und Polymerchemie im Rahmen einer ökologisch orientierten Ingenieurausbildung,1994,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.1080/10236669908014178,Recovery of Plastic Low-Density Polyethylene/High-Density Polyethylene (LDPE/HDPE) Wastes,1999,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.4144/rpsj1986.48.227,Plastics recycling by the Coke-Oven from waste plastics to chemical raw materials.,2001,6,"supply chain, climate change, environmental impacts, value chain"
10.1109/isee.1993.302811,Plastic recycling in business machines,2002,7,"marine debris, metric tons, human health, u s"
10.1109/iecec.1996.553365,Studies of recycled fuel oil for diesel engine extracted from waste plastics disposals,2002,7,"marine debris, metric tons, human health, u s"
10.14314/polimery.2002.551,Plastic waste management and environmentally degradable plastics in Hungary,2002,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.1177/147776060301900204,Literature Review Prevention and Reduction of Plastic Waste in European Automotive Producers,2003,6,"supply chain, climate change, environmental impacts, value chain"
10.2473/shigentosozai.119.747,Study on the Strength Properties for the Recyclables Plastic Alloy Materials,2003,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.1177/147776060301900202,Surviving in the Plastics Recycling Industry,2003,7,"marine debris, metric tons, human health, u s"
10.1139/l03-092,A recommended specification for recycled content guardrail posts,2004,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.5445/ksp/1000003553,"Feedstock recycling of plastics. Selected papers presented at the third International Symposium on Feedstock Recycling of Plastics, Karlsruhe, Sept. 25-29, 2005",2005,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.1299/kikaib.71.2154,An Investigation on Thermal-Recycling of Recycled Plastic Resin (Spherically Symmetric Analysis of Abrupt Heating Processes of a Micro Plastic-Resin Particle),2005,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.1179/000844305794409346,BUILDING MATERIAL FROM WASTE,2005,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.4028/www.scientific.net/kem.334-335.5,Fabrication and Properties of Absolutely Recycled Plastic Wood Composites,2007,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.1299/jee.2.148,An Investigation on Thermal Recycling of Recycled Plastic Resin (Spherically Symmetric Analysis of Abrupt Heating Processes of a Micro Plastic-Resin Particle),2007,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.4314/jmdmes.v3i1.19029,Mechanical properties of recycled thermoplastics,2007,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.1002/mame.200890006,Macromol. Mater. Eng. 4/2008,2008,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.1109/ecticon.2009.5137055,Laser diode sensors for measuring mechanical properties of recycled plastics,2009,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.22004/ag.econ.94731,Serbia: A new process for waste rubber and plastic recycling,2010,7,"marine debris, metric tons, human health, u s"
10.2139/ssrn.1688839,Role of Plastic Re-Cycling Industry to Create Employment Opportunities in Informal Sector (Khulna Region),2010,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.5339/qfarf.2010.eep17,Life cycle assessment of polymers in Qatar,2010,6,"supply chain, climate change, environmental impacts, value chain"
10.7232/iems.2010.9.4.303,Inventory Management Practices Approach to Reverse Logistics,2010,6,"supply chain, climate change, environmental impacts, value chain"
10.1049/cp.2010.0410,Recycling attitudes & behaviours: a study of plastics recycling supply chains in Pakistan,2010,7,"marine debris, metric tons, human health, u s"
10.1115/jrc2010-36057,Composite Plastic Ties in MRS Heavy Haul Railroad,2010,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.2174/1874464811003020167,Procedure for Making a Cement Mixture with Recycled Plastics Applicable to the Manufacture of Building Elements,2010,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.5806/ast.2013.26.1.067,Heavy metal exposure assessment of recycled plastic buckets,2013,7,"marine debris, metric tons, human health, u s"
10.4028/www.scientific.net/kem.572.28,Glass Fibre Reinforced Composites from Recycled Polymers,2013,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.4028/www.scientific.net/amr.795.324,Effect pf Thermoplastic Polymer Waste (PET) in Lightweight Concrete,2013,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.4028/www.scientific.net/amm.368-370.736,Flexural Creep Behavior of Composites from Polypropylene and Rubberwood Flour,2013,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.4028/www.scientific.net/amr.971-973.2213,"Recovery and Utilization of Waste Plastic Mulching Film in China Rural Areas – Tanking Awat County, Xinjiang as Example",2014,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.1115/imece2014-38880,Recovery of Paper Fibers From TetraPak® Packaging: Material and Energetic Valorization of the Remaining Fraction,2014,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.4028/www.scientific.net/kem.600.615,Building Components Made from Recycled Plastics,2014,7,"marine debris, metric tons, human health, u s"
10.4172/2252-5211.1000152,The Influence of Gamma Irradiation on Repeated Recycling and Accelerated Acrylonitrile Butadiene Styrene Terpolymer Aging,2014,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.4236/mr.2014.21003,Microscopic Characterization of Ecological Concrete Polymeric,2014,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.14912/jsmcwm.25.0_605,The setting of ecodesign standards to promote improved waste recycling,2014,6,"supply chain, climate change, environmental impacts, value chain"
10.3759/joise.v2i2.3666,Plastic Recycling Process Using Fuzzy Analytical Hierarchy Process,2015,6,"supply chain, climate change, environmental impacts, value chain"
10.1115/detc2015-47937,Application of Sustainability Assessment to a Novel Plastic Recycling Process,2015,6,"supply chain, climate change, environmental impacts, value chain"
10.1109/ias.2015.7356775,Experimental investigation of a new-electrostatic separation process for micronized plastics,2015,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.4028/www.scientific.net/amm.768.45,Mechanism Research on Self-Cleaning Filtration of Mixed Plastics in Remanufacture Extrusion Process,2015,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.1063/1.4918382,Experimental analysis of the material degradation of PET on a co-rotating twin-screw extruder for varying vacuum pressures,2015,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.4028/www.scientific.net/amm.809-810.1585,From Fishing Gear to Granulates and Recycled Steel – An Eco Innovation Project,2015,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.1109/i2mtc.2015.7151357,Evaluation of time-gated fluorescence spectroscopy for the classification of fluorescently labeled plastics,2015,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.1080/00368121.2015.1049581,Science Inquiry into Local Animals: Structure and Function Explored through Model Making,2015,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.12927/hcq.2016.24868,"Recovering Plastics in a Hospital Can Have Environmental, Social and Economic Benefits",2016,7,"marine debris, metric tons, human health, u s"
10.1109/scis-isis.2016.0163,Design of Classification of Black Plastics Based on Fuzzy Radial Basis Fnction Neural Networks Using Raman Spectroscopy,2016,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.29121/granthaalayah.v4.i7.2016.2596,SELECTIVE COLLECTION AND RECYCLING OF SOLID WASTE CASE STUDY: RECYCLING OF SOLID WASTE IN HULENE KA-MAHOTA DISTRICT,2016,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.1051/matecconf/20164401049,A Real-Time Renewable Plastic Particles Sorting Algorithm Based on Image Processing,2016,6,"supply chain, climate change, environmental impacts, value chain"
10.4028/www.scientific.net/amm.821.532,Definition of Effective Material Properties of Recycled Plastic: Image Analysis and Homogenization,2016,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.4236/nr.2016.75023,"Community Perspectives on the Use of Recycled Plastic Posts in Mitigating Livestock Predation in Amboseli Ecosystem, Kenya",2016,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.15242/iie.e0816027,Using Scrap Tires to Fight Desertification and Ration Water by Value Engineering Approach,2016,6,"supply chain, climate change, environmental impacts, value chain"
10.1109/miticon.2016.8025235,The compressive strength study and the mortar standard compliance inspection of waste bakelite mortar and conventional mortar,2016,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.3934/matersci.2016.3.722,Determination of thermal and mechanical properties of HDPE-based polymer blends for use in traffic signs,2016,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.1126/science.351.6278.1162-a,Some bacteria think plastic is fantastic,2016,7,"marine debris, metric tons, human health, u s"
10.3370/lca.12.232,"Background, Achievement and Outlook of the Packaging Recycling Law",2016,6,"supply chain, climate change, environmental impacts, value chain"
10.25105/jti.v6i2.1536,ASPEK SUSTAINABILITY SUPPLY CHAIN TERHADAP KEPUTUSAN PEMBELIAN MOBIL LCGC PREFERENSI CUSTOMER JAKARTA,2016,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.1063/1.4992365,Numerical analysis of wet separation of particles by density differences,2017,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.21127/yaoyigc20170010,Converting Waste Plastics into High Yield and Quality Carbon-Based Materials,2017,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.22214/ijraset.2017.9083,Strength Analysis of Concrete by Using Plastic Waste,2017,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.17485/ijst/2016/v9i48/105710,Characterization of Strength and Stiffness Parameters of Clayey Soil Partially Replaced with Plastic Granules,2017,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.22214/ijraset.2017.3107,Bubble Deck,2017,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.1002/lob.10196,Using Puppet Shows to Educate Children About Plastic Waste Problem in the Ocean (PEPO Project),2017,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.1109/weef.2017.8467046,Green CDIO Project Based Learning (PBL),2017,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.1088/1742-6596/871/1/012103,Separation of Flame and Nonflame-retardant Plastics Utilizing Magneto-Archimedes Method,2017,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.4028/www.scientific.net/msf.883.46,Impact Strength of Filled Polymer Materials,2017,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.1109/ghtc.2018.8601555,Empowering Women Thru Plastics Recycling: A Livelihood Project for Women in Marginalized Communities,2018,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.1021/cen-09649-cover3,Solutions sought for plastics problem,2018,7,"marine debris, metric tons, human health, u s"
10.52571/ptq.v15.n29.2018.12_periodico29_pgs_12_20.pdf,UTILIZATION OF RECYCLED PLASTIC TO OBTAIN A NEW PERMEABLE FLOOR,2018,6,"supply chain, climate change, environmental impacts, value chain"
10.22214/ijraset.2018.3492,Use of Plastic Waste and Glass Fibre in Paver Block and Compared with Normal Concrete Paver Block,2018,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.1093/ahr/123.1.268,Carl A. Zimring. Aluminum Upcycled: Sustainable Design in Historical Perspective.,2018,6,"supply chain, climate change, environmental impacts, value chain"
10.14500/aro.10394,Solidworks Simulation of Mechanical Properties of Recycled Plastics/Nanocomposite Faces Sandwich Panels,2018,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.22214/ijraset.2018.3261,Influence of Plastic Waste Strips on Engineering Behaviour of Soils,2018,6,"supply chain, climate change, environmental impacts, value chain"
10.22214/ijraset.2018.4592,Experimental Study on Use of Plastic Waste as a Partial Replacement of Coarse & Fine Aggregate in Concrete,2018,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.1021/cen-09729-buscon1,Europe hardens stance on plastic recycling,2019,6,"supply chain, climate change, environmental impacts, value chain"
10.35940/ijrte.d5217.118419,Reduction of Chemical Oxygen Demand (COD) Effluent of Plastic Recycling Processing Plant using LD Slag,2019,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.18552/2019/idscmt5141,Influence of plastic recycled aggregates in the hardened properties of concretes,2019,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.33894/mtk-2019.11.14,The Design of a Small-scale Plastic Extruder Machine,2019,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.32622/ijrat.74201972,Electrostatic separation system for recyclable material,2019,7,"marine debris, metric tons, human health, u s"
10.1063/1.5112515,Effect of press force in tensile strength and surface quality of press formed wood plastic composite products,2019,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.1088/1742-6596/1399/4/044064,Polymer materials from recycled plastic in road construction,2019,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.35940/ijeat.b2968.129219,The Bending Strength and Hardness of Recycle Plastic Type HDPE High Density Polyethylene and PP Polypropylene,2019,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.33895/mtk-2019.11.14,Laboratóriumi műanyag extruder gép tervezése,2019,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.34256/irjmtcon33,A Study on Partial Replacement of Plastics in Paver Blocks,2019,7,"marine debris, metric tons, human health, u s"
10.26178/ae.2019.52.72.003,Влияние биогенных элементов на донорно-акцепторные отношения в растениях ячменя ( L.) в различных условиях выращивания,2019,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.1088/1742-6596/1282/1/012072,Physical properties analysis of the liquid produced by polystyrene pyrolysis,2019,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.5281/zenodo.3462071,Sustainable Development of Medium Strength Concrete Using Polypropylene as Aggregate Replacement,2019,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.20849/abr.v4i3.684,Analysis on the Sustainable Development of Gong Cha,2019,6,"supply chain, climate change, environmental impacts, value chain"
10.1115/es2019-3897,Exergy-Based Sustainability Analysis for Tile Production From Waste Plastics in Uganda,2019,6,"supply chain, climate change, environmental impacts, value chain"
10.22478/ufpb.2179-7137.2019v8n7.50021,TOTAL QUALITY ZERO WASTE MANAGEMENT SYSTEM,2019,6,"supply chain, climate change, environmental impacts, value chain"
10.1002/lob.10318,WaterMarks: Where Art Meets Science,2019,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.33895/mtk-2019.11.22,Laboratóriumi műanyag granulátum készítő gép tervezése,2019,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.1051/matecconf/201929905010,New materials obtained by rubber recycling from industrial waste,2019,7,"marine debris, metric tons, human health, u s"
10.1021/cen-09748-buscon6,More chemical recycling,2019,7,"marine debris, metric tons, human health, u s"
10.15626/eco-tech.1997.001,From an idea to a recycling industry,2019,7,"marine debris, metric tons, human health, u s"
10.1063/1.5132733,The influence of concrete additives on the thermophysical properties change after freeze-thaw cycle,2019,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.37516/adv.water.env.eng.2019.0041,Optimal Investments for Burning and Recycling of Plastics,2019,6,"supply chain, climate change, environmental impacts, value chain"
10.5151/7dsd-2.2.036,Plástico Precioso: prototipagem rápida e reciclagem de resíduos de manufatura aditiva,2019,6,"supply chain, climate change, environmental impacts, value chain"
10.21506/j.ponte.2019.4.11,DESIGN AND UTILIZATION OF A PYROLYSIS UNIT TO CONVERT PLASTIC WASTE INTO FUELS (BISHA-KINGDOM OF SAUDI ARABIA - AS A CASE STUDY),2019,7,"marine debris, metric tons, human health, u s"
10.35940/ijrte.d9046.118419,Adapting Green Technology on the Minimization of Carbon Emission in a Higher Education Institution,2019,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.11618/adhesion.55.433,Reversible Crosslinking–decrosslinking of Network PolymerExploiting the Reactivity of Vicinal Tricarbonyl Compounds,2019,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.26480/jmerd.03.2019.87.90,TESTING AND ANALYSING THE GRINDING UNIFORMITY OF POLYMER PRODUCTS,2019,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.11648/j.ajtte.20190401.13,Influence of Recycling Agent on Surface Free Energy of Asphalt Cement,2019,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.18421/tem94-18,Analysis of Plastic Waste Processing Methods,2020,6,"supply chain, climate change, environmental impacts, value chain"
10.14738/abr.82.7851,Understanding Egyptians’ Green Consumerism: An Exploratory Investigation,2020,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.1126/science.370.6515.418-r,A new future for polyethylene,2020,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.1063/5.0004262,Plastic waste segregation using Raman spectroscopy,2020,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.1088/1757-899x/847/1/012094,Management of Plastic Waste Recycling by Value Stream Mapping,2020,6,"supply chain, climate change, environmental impacts, value chain"
10.26310/2071-3010.2020.259.5.006,Управление инновациями в области циркуляции пластика: опыт международной инициативы «New plastic economy»,2020,6,"supply chain, climate change, environmental impacts, value chain"
10.18260/1-2--34573,Enhancing STEM Education: Learning About Biomedical Engineering with 3-D Pens (Resource Exchange),2020,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.22161/ijaers.711.41,"Recycling of plastic waste in the 3D printing process with the potential for stem production, mobile part of the facial protector: Literature review",2020,7,"marine debris, metric tons, human health, u s"
10.1063/5.0024321,Characterization of acid-activated sodium bentonite clay: A potential catalyst for recycling plastic wastes,2020,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.5151/sigradi2020-39,Large Format FDM Printing of Recycled Plastic Pellets: Closing Consumer Cycles in the fabrication of meso scale objects,2020,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.26782/jmcms.2020.12.00003,EVALUATE THE INFLUENCE OF STEEL FIBERS ON THE STRENGTH OF CONCRETE USING PLASTIC WASTE AS FINE AGGREGATES,2020,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.1021/cen-09829-scicon3,A new polymer keeps its strength with added degradability,2020,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.30955/gnj.003332,EXPERIMENTAL INVESTIGATION ON LIGHT WEIGHT CELLULAR CONCRETE USING RECYCLED GLASS AND PLASTIC WASTE,2020,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.33564/ijeast.2020.v04i12.091,CHARACTERISTICS STUDY OF CONCRETE USING PLASTIC WASTE,2020,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.1088/1757-899x/1002/1/012003,Sustainable design of the GUST small wind turbine,2020,6,"supply chain, climate change, environmental impacts, value chain"
10.29259/jmbs.v18i1.11798,Green Purchase Decision on Mineral Waters' Environmental Packaging: Millennials Perspectives,2020,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.1088/1757-899x/978/1/012022,Mechanical Properties of Lightweight Concrete Made with Shredded Waste Polypropylene Yogurt Containers,2020,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.1093/eurpub/ckaa166.138,Directive 2019/904/EU. The need to raise awareness on plastic misuse and consequences on health,2020,7,"marine debris, metric tons, human health, u s"
10.36689/uhk/hed/2020-01-007,Innovation of Customer Chemicals Packaging in Concern of Sustainability,2020,7,"marine debris, metric tons, human health, u s"
10.23939/ctas2020.01.196,Рrocessing of selected properties of extruded recycled plastics,2020,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.2139/ssrn.3533450,The Case For A Legislated Market In Minimum Recycled Content For Plastics,2020,7,"marine debris, metric tons, human health, u s"
10.31284/j.jasmet.2020.v1i2.1305,Study of The Effect of Zeolite Catalyst Use on Renewable Energy Products from HDPE Plastic Pyrolysis,2020,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.20909/kopast.2020.26.1.41,Study on the Market Conditions and Quality Evaluation Methods of post-consumer Recycled Polyethylene Terephthalate (PCR PET) Flake,2020,7,"marine debris, metric tons, human health, u s"
10.1063/5.0028345,The influence of processing on the mechanical properties and emissions of a recycled polyolefin,2020,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.5185/vpoam.2020.0816,Catalytic microwave-assisted pyrolysis for chemical recycling of plastic waste,2020,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.1364/opn.31.12.000061,Low-Cost Sorting of Plastic Waste,2020,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.37628/jpnc.v6i1.1066,Design and Fabrication of Plastic Waste to Oil Converter,2020,7,"marine debris, metric tons, human health, u s"
10.21945/rivm-2019-0211,Plastic Pact Nederland : de Monitor Nulmeting (2017-2018),2020,6,"supply chain, climate change, environmental impacts, value chain"
10.17831/enqarcc.v18i2.1098,Resistance to Opportunities of Plastic Recycling,2021,7,"marine debris, metric tons, human health, u s"
10.14807/ijmp.v12i8.1518,Evaluation of occupational safety conditions in a waste plastic recycling plant in Brazil,2021,6,"supply chain, climate change, environmental impacts, value chain"
10.1145/3478586.3480644,Multi-Layer Perceptron-based Classification of Recyclable Plastics from Waste using Hyperspectral Imaging for Robotic Sorting,2021,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.1088/1755-1315/649/1/012039,Sturdy and modular concept of 2 in 1 public furniture design by recycling massive plastic waste,2021,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.1109/ieeeconf53624.2021.9667962,Impact of COVID 19 on Small and Medium-Sized Enterprises: Evidence from Egyptian Plastic Packaging Industry,2021,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.17146/jsmi.2021.23.1.6336,THE PHYSICOCHEMICAL CHARACTERISTICS OF RECYCLED-PLASTIC PELLETS OBTAINED FROM DISPOSABLE FACE MASK WASTES,2021,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.32734/abdimastalenta.v6i2.4760,"Utilization of Plastic Waste in Making Plastic Bricks as an Effort for Community Development and Creative Economy in Sidodadi Village, Batang Kuis District",2021,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.4028/www.scientific.net/msf.1020.199,Optical Properties Improvement of Recycled Polypropylene with Material Value Conservation Schemes Using Virgin Plastic Blends,2021,7,"marine debris, metric tons, human health, u s"
10.33794/qjas.2021.170227,"Quantity, Quality and Cost of Household Waste in Al-Diwaniyah Governorate",2021,6,"supply chain, climate change, environmental impacts, value chain"
10.1088/1742-6596/2131/4/042042,Modification of a bituminous binder using waste products from the polymer industry,2021,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.1088/1755-1315/791/1/012189,Scheme Design of Returnable Transportation Packaging System between Shandong Province and South Korea,2021,6,"supply chain, climate change, environmental impacts, value chain"
10.9734/ijtdh/2021/v42i830477,"Understanding Segregation and Recycling Practices of Tin Cans and Plastic Bottles in the Household, Municipality, and Agency in Zanzibar",2021,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.11648/j.ijem.20210503.12,"Management of Plastic Waste in a Refugee Camp, Environmental Challenges and Issues: Case of the Minawao Refugee Camp (Cameroon)",2021,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.1088/1742-6596/2111/1/012015,Stress Distribution Analysis of the Rectangular and Star-Blade for Plastic Crusher Machine Using Finite Element Analysis,2021,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.1109/ieem50564.2021.9672897,A Study on Recycling the Plastic Wastes with Bamboo on Making Wall Tiles,2021,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.4028/www.scientific.net/kem.885.109,A Preliminary Study on Recyclability of Mixed Plastic Wastes Recovered from Urban Collection,2021,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.3303/cet2188161,Environmental Impacts of Plastic Materials Flow Minimisation Using Data-Driven Pinch Method,2021,7,"marine debris, metric tons, human health, u s"
10.1021/cen-09938-buscon1,ExxonMobil plunges into plastics recycling,2021,7,"marine debris, metric tons, human health, u s"
10.1515/ipp-2020-4071,An Experimental Study on the Properties of Recycled High-Density Polyethylene,2021,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.24018/ejeng.2021.6.4.2465,The Use of Froth Flotation for Selective Separation of Plastic Wastes from Soil,2021,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.21608/jest.2021.141324,TRIBOLOGICAL PROPERTIES OF POLYESTER COMPOSITES FILLED BY RECYCLED THERMOPLASTIC POLYMERS,2021,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.1051/matecconf/202235704005,Concept and Design of the Test Bench for Electrostatic Separation in Plastic Recycling Application,2022,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.1678/rheology.50.269,"Viscosity Homogenization Treatment of Waste Plastic Recycling, Development of Process and Control Methods",2022,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.3390/engproc2024076002,Diverse Approaches to Construction and Demolition Waste Reuse: A Case of South Africa,2024,6,"supply chain, climate change, environmental impacts, value chain"
10.59440/ceer/193933,Effect of Replacing Natural Aggregate with Plastic Aggregate on the Mechanical Properties of Concrete-Review,2024,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.22214/ijraset.2024.64204,Study of Waste Material for Concrete Brick Construction,2024,7,"marine debris, metric tons, human health, u s"
10.1016/j.procir.2024.01.062,Recycling of Plastic Wastes – Substitution Potential of Recyclates based on Technical and Environmental Performance,2024,7,"marine debris, metric tons, human health, u s"
10.30598/geoforumvol3iss2pp99-108,"Implementation of Environmental Education in the Tourism Area of Santai Beach, Nusaniwe District, Ambon City",2024,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.1063/5.0204527,Production and characterization of glass fiber/LDPE composite material for w-beam guardrail,2024,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.1021/acsanm.4c05262,Contact Lenses–TiO<sub>2</sub> Nanocomposites for a Sustainable Wastewater Remediation,2024,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.1177/07316844241272979,Enhanced performance of recycled polyethylene-integrated trilayer low-density polyethylene/linear low-density polyethylene heat-shrink films for brick packaging: A comprehensive study,2024,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.38124/ijisrt/ijisrt24aug840,"A Study of the Knowledge, Awareness and Behaviour Regarding Plastic Waste Management in Pune City",2024,5,"sustainable development, environmental awareness, climate change, purchase intention"
